iter	Logloss
164	0.400025512
165	0.3995379063
166	0.3991970389
167	0.3987706332
168	0.3986788178
169	0.3982588144
170	0.3976396427
171	0.3973249485
172	0.3966760884
173	0.3964880138
174	0.3956680571
175	0.3952210274
176	0.3943426278
177	0.3939495348
178	0.3933773861
179	0.3932666409
180	0.3927262725
181	0.3924400045
182	0.3921516313
183	0.3919959714
184	0.3916836145
185	0.3913537439
186	0.3906584817
187	0.3904683949
188	0.3900706734
189	0.3896295942
190	0.389207123
191	0.389038162
192	0.3885132281
193	0.3881465454
194	0.3878348324
195	0.3874932671
196	0.3869375359
197	0.3867697908
198	0.3866262461
199	0.3862029846
200	0.3858286959
201	0.385631023
202	0.3851961194
203	0.3849650353
204	0.3846660011
205	0.3843428904
206	0.3840294368
207	0.3838214777
208	0.3837775691
209	0.3832750816
210	0.3831192152
211	0.3830315373
212	0.3824836633
213	0.3819473169
214	0.3817285978
215	0.3815190785
216	0.3807755556
217	0.3805982947
218	0.3802758757
219	0.3799658994
220	0.3794231118
221	0.3792142649
222	0.3789362906
223	0.378466134
224	0.3782877418
225	0.3780541407
226	0.3779964484
227	0.3777383692
228	0.3775825364
229	0.37751319
230	0.3773303753
231	0.3772112438
232	0.3767146541
233	0.3764959294
234	0.3762643618
235	0.3760988151
236	0.3758715469
237	0.3755864568
238	0.3752154938
239	0.3749931427
240	0.3748793703
241	0.3746998613
242	0.3743939999
243	0.3737592887
244	0.3733859818
245	0.3731822617
246	0.3730793145
247	0.3728368397
248	0.3725524676
249	0.3722847792
250	0.3721721818
251	0.3720186026
252	0.371986603
253	0.3718175701
254	0.3717977683
255	0.3715575614
256	0.3708569672
257	0.3706702355
258	0.3706679107
259	0.3703854496
260	0.3700646178
261	0.3700624318
262	0.369959636
263	0.3698600392
264	0.3695809002
265	0.3694205245
266	0.3690013355
267	0.36881589
268	0.368489968
269	0.3681859718
270	0.3678280355
271	0.3673917619
272	0.367159951
273	0.3670225198
274	0.3668079553
275	0.3666262519
276	0.3664385389
277	0.3662160031
278	0.3660348183
279	0.365804025
280	0.365635357
281	0.3651959372
282	0.3649683351
283	0.3648027244
284	0.3648014142
285	0.364758157
286	0.3647541397
287	0.3647265285
288	0.364695495
289	0.3643738167
290	0.3641555702
291	0.3639762283
292	0.3639751005
293	0.3637942193
294	0.3636171403
295	0.3635410299
296	0.3634741869
297	0.3632399018
298	0.3631590891
299	0.3630216242
300	0.3629034922
301	0.3627275983
302	0.3626345774
303	0.3620831728
304	0.3620280052
305	0.361813101
306	0.3616558947
307	0.3613391443
308	0.3613304498
309	0.3610497518
310	0.360982175
311	0.3606452561
312	0.3602277801
313	0.3595917599
314	0.3595487098
315	0.3595256609
316	0.3594405089
317	0.359057388
318	0.3589892438
319	0.3588721328
320	0.3588714701
321	0.3588618193
322	0.3586003693
323	0.358513218
324	0.3583300221
325	0.358089307
326	0.3576989588
327	0.3576191921
328	0.357300365
329	0.357167181
330	0.3569981001
331	0.3569780459
332	0.3568104076
333	0.3568097119
334	0.3567264539
335	0.3565393006
336	0.356317088
337	0.3560948171
338	0.355948985
339	0.3559083815
340	0.3557410527
341	0.3553889662
342	0.3549831426
343	0.3549759805
344	0.35473544
345	0.354649126
346	0.3545489988
347	0.3544085393
348	0.3543185308
349	0.3541239224
350	0.3539174127
351	0.353917118
352	0.3538146238
353	0.353801628
354	0.3537707715
355	0.3533838716
356	0.3532924209
357	0.3532921601
358	0.3531784008
359	0.3530160774
360	0.3529547775
361	0.352810645
362	0.3527083585
363	0.3526952543
364	0.3526581075
365	0.3525448152
366	0.3524859109
367	0.3524583054
368	0.3524581079
369	0.3524515755
370	0.3524165376
371	0.352224773
372	0.3521045106
373	0.3518247169
374	0.3515722916
375	0.3513602258
376	0.351258388
377	0.3512345527
378	0.3511958562
379	0.3510291648
380	0.350867809
381	0.3506841874
382	0.3504672884
383	0.3501236934
384	0.3501090037
385	0.350066931
386	0.3500219718
387	0.3498769932
388	0.3498638559
389	0.3498013486
390	0.3497947185
391	0.3496447796
392	0.3494902602
393	0.3492869901
394	0.3490160454
395	0.349015956
396	0.3488581432
397	0.3487099538
398	0.3486186277
399	0.3485500338
400	0.3483575773
401	0.3482388452
402	0.3481878359
403	0.3481332718
404	0.3481008685
405	0.3480758904
406	0.3480145447
407	0.3480134576
408	0.3480031429
409	0.3479534975
410	0.3479364451
411	0.3477475033
412	0.3476996975
413	0.3475615743
414	0.3475299475
415	0.3473865384
416	0.3473125712
417	0.3471551136
418	0.3469338753
419	0.3467933452
420	0.3467775304
421	0.3465819172
422	0.3464853891
423	0.3464843283
424	0.3463924553
425	0.3463536246
426	0.3461099386
427	0.3460951179
428	0.3460545792
429	0.345921189
430	0.3457544218
431	0.3456240977
432	0.3456177119
433	0.3455181997
434	0.3455181994
435	0.3454500307
436	0.3454229686
437	0.345422968
438	0.3453686276
439	0.3452403642
440	0.3452403639
441	0.3452189664
442	0.3448426501
443	0.3447653165
444	0.3447076949
445	0.3446946407
446	0.3445782053
447	0.3443787516
448	0.3443747955
449	0.3442216641
450	0.3441641189
451	0.3440652543
452	0.3440652514
453	0.3438946432
454	0.3437608117
455	0.3437023362
456	0.3437023347
457	0.343481917
458	0.343383762
459	0.3432625934
460	0.3432221563
461	0.3432051359
462	0.3430786394
463	0.3430026498
464	0.3429501906
465	0.3428973574
466	0.3427726498
467	0.3425773677
468	0.3425773664
469	0.3423309786
470	0.3422173808
471	0.3421108642
472	0.3420829989
473	0.3418835815
474	0.3418626975
475	0.3416403619
476	0.3414916801
477	0.3413424595
478	0.3412875307
479	0.341118289
480	0.3408006915
481	0.3407577139
482	0.3405650741
483	0.3405493318
484	0.3405493298
485	0.3405493295
486	0.3403716541
487	0.340226893
488	0.3401833819
489	0.3400476696
490	0.3400439802
491	0.3399365039
492	0.3397651078
493	0.3397651053
494	0.3395634013
495	0.3393736235
496	0.3393619661
497	0.339271648
498	0.3392716467
499	0.3392618981
500	0.3389951701
501	0.3389546138
502	0.33894255
503	0.3388879152
504	0.3387740561
505	0.3387675376
506	0.3386650385
507	0.3386570707
508	0.3385506764
509	0.3385430308
510	0.3385381506
511	0.3385304735
512	0.3384168886
513	0.3381317029
514	0.3380752924
515	0.3379687387
516	0.3379644215
517	0.3379529348
518	0.3378154844
519	0.3376082262
520	0.3376058785
521	0.3375745924
522	0.3374455377
523	0.33743077
524	0.3373857876
525	0.3370558158
526	0.3368103499
527	0.3365944629
528	0.3365755181
529	0.336389036
530	0.3362618944
531	0.3361597205
532	0.3360657047
533	0.3360594677
534	0.3360559949
535	0.3360358571
536	0.3360002707
537	0.3358733082
538	0.3357905461
539	0.3356440171
540	0.3355991095
541	0.33545799
542	0.335332602
543	0.3352207515
544	0.3351381966
545	0.3350497674
546	0.3349326899
547	0.334925854
548	0.3348458763
549	0.3348274575
550	0.334647378
551	0.3345348605
552	0.3344905317
553	0.3344905316
554	0.3342463317
555	0.3342081703
556	0.3341696099
557	0.3341162128
558	0.3341162127
559	0.3339117662
560	0.3337618758
561	0.333595472
562	0.3335442495
563	0.3333830655
564	0.3332051335
565	0.3331152044
566	0.3330368334
567	0.333004938
568	0.3326755032
569	0.3324798461
570	0.3324766031
571	0.3324231757
572	0.3324074456
573	0.3323226467
574	0.3321828098
575	0.3320794074
576	0.3320657702
577	0.3320564336
578	0.3318906488
579	0.3317395656
580	0.3316770811
581	0.3316304096
582	0.3316004066
583	0.3315873111
584	0.3314737698
585	0.3314588907
586	0.331427162
587	0.3314210149
588	0.3313018097
589	0.3312254558
590	0.3310804438
591	0.3308290299
592	0.3307041091
593	0.3304994072
594	0.3304555914
595	0.3303744631
596	0.330374463
597	0.3302792723
598	0.3302116804
599	0.3298225571
600	0.329757619
601	0.329744553
602	0.3296562454
603	0.3296433977
604	0.3296353901
605	0.3295630306
606	0.3294484357
607	0.3291834476
608	0.3291406346
609	0.3291300065
610	0.3290943823
611	0.3290355613
612	0.3289340804
613	0.3286612157
614	0.328381752
615	0.3283561352
616	0.3283224492
617	0.3283129578
618	0.3282820639
619	0.3282818868
620	0.3281889762
621	0.3281457535
622	0.3281353397
623	0.3281314693
624	0.3280778753
625	0.3278885265
626	0.3277588902
627	0.3277484472
628	0.3272400063
629	0.3272297991
630	0.3270885758
631	0.3270308804
632	0.3269377203
633	0.3268680605
634	0.3266789439
635	0.3266643062
636	0.3266643055
637	0.3265696572
638	0.3264219375
639	0.3262700087
640	0.3262601658
641	0.3260060014
642	0.3259461006
643	0.3259385023
644	0.325731306
645	0.3256756039
646	0.3256038454
647	0.32556307
648	0.3254914686
649	0.3253624518
650	0.3250554134
651	0.3248069123
652	0.3247317505
653	0.324665615
654	0.3246169916
655	0.3245411295
656	0.3244751929
657	0.3244588031
658	0.3244037688
659	0.3243980158
660	0.3243175067
661	0.3242301262
662	0.323866033
663	0.3237268236
664	0.3232531685
665	0.3231899236
666	0.3231833524
667	0.323173857
668	0.3231235677
669	0.3229574562
670	0.3228344133
671	0.3227873406
672	0.3227768447
673	0.3226172446
674	0.3224760365
675	0.322448924
676	0.3224397582
677	0.3223486714
678	0.3223343366
679	0.3222597083
680	0.3221723866
681	0.322145846
682	0.321903931
683	0.3218944392
684	0.3218861776
685	0.321886176
686	0.321811081
687	0.3217037291
688	0.3217037277
689	0.3216259855
690	0.3215460041
691	0.3215460039
692	0.3215399931
693	0.321406795
694	0.3210868343
695	0.3210731277
696	0.3210646344
697	0.3209933639
698	0.3209817364
699	0.3208936711
700	0.3208835858
701	0.320801324
702	0.3208010495
703	0.3206403105
704	0.3205202746
705	0.3204081993
706	0.3204026836
707	0.3202633703
708	0.3202185641
709	0.3202104657
710	0.3200304867
711	0.3198677545
712	0.319848013
713	0.3196993725
714	0.3195981385
715	0.3195223491
716	0.3195020183
717	0.3194706538
718	0.3192489462
719	0.3191410823
720	0.3189163894
721	0.3188290868
722	0.3187244718
723	0.31872181
724	0.3186302269
725	0.318569992
726	0.3181271727
727	0.3180855476
728	0.3180778356
729	0.3180585251
730	0.3179806098
731	0.3179640746
732	0.3178287278
733	0.3177864878
734	0.3177784965
735	0.3177658552
736	0.3176346136
737	0.3175450294
738	0.3175346942
739	0.3174937986
740	0.3174305232
741	0.3173516829
742	0.3172652063
743	0.3172226588
744	0.3170797382
745	0.3169040965
746	0.3168388088
747	0.3168287144
748	0.316825629
749	0.3168184687
750	0.3167517171
751	0.3166876213
752	0.3166805205
753	0.3166683858
754	0.3166036286
755	0.3165210447
756	0.3165081235
757	0.316377374
758	0.3163392926
759	0.3161855955
760	0.3161727792
761	0.3161654125
762	0.3161125594
763	0.3160221319
764	0.3160010442
765	0.315913963
766	0.3158725507
767	0.3158054145
768	0.3157431926
769	0.315525337
770	0.3155188028
771	0.3154740239
772	0.3154349375
773	0.3152205695
774	0.3151833831
775	0.3150462764
776	0.3149132123
777	0.3148327824
778	0.3148286097
779	0.314704949
780	0.3146918561
781	0.314629082
782	0.3144886742
783	0.3143915386
784	0.3142068247
785	0.3141695895
786	0.3140828758
787	0.3138720883
788	0.3138662094
789	0.3137893274
790	0.3137810402
791	0.3136464422
792	0.3134738634
793	0.3133766061
794	0.3130819045
795	0.3129539835
796	0.3128637964
797	0.3128086566
798	0.3128029939
799	0.3125713981
800	0.3124975451
801	0.3124376204
802	0.3122921613
803	0.31219025
804	0.3120882078
805	0.3119306977
806	0.311925237
807	0.3117179413
808	0.3114218584
809	0.3113229055
810	0.3112789448
811	0.3112670529
812	0.311151868
813	0.3111108758
814	0.3111056277
815	0.3110750861
816	0.3110153948
817	0.3109717216
818	0.3109204962
819	0.3107682407
820	0.3106425371
821	0.3105863788
822	0.3103952768
823	0.3102314238
824	0.310134357
825	0.310111816
826	0.3100972925
827	0.3100150455
828	0.3099255368
829	0.3097498011
830	0.3095845241
831	0.3095637198
832	0.3092613334
833	0.3091924982
834	0.3091775365
835	0.3091142998
836	0.3090128711
837	0.3090019738
838	0.3089541759
839	0.3088890988
840	0.3088422099
841	0.3087120772
842	0.3085453745
843	0.3085420252
844	0.3083624045
845	0.3083324798
846	0.3082447452
847	0.3081864167
848	0.3081412469
849	0.3081012044
850	0.308096272
851	0.3079426742
852	0.3078781908
853	0.3076637915
854	0.3075834192
855	0.3074650183
856	0.3073695168
857	0.3072989855
858	0.3071844898
859	0.3071445775
860	0.3070535693
861	0.3069465088
862	0.306943428
863	0.3069201932
864	0.3069068389
865	0.3067906501
866	0.3067841494
867	0.3067615535
868	0.3065745129
869	0.3065254853
870	0.3063860153
871	0.3063250965
872	0.3063152078
873	0.3062389318
874	0.3061848743
875	0.3061311943
876	0.30598725
877	0.3057464539
878	0.3056949647
879	0.3056472505
880	0.3056308431
881	0.3056248043
882	0.305461305
883	0.3053884436
884	0.3053099042
885	0.3053009536
886	0.3052779235
887	0.3052529822
888	0.3051930558
889	0.3051871709
890	0.3050923554
891	0.3049534423
892	0.3046883287
893	0.30461542
894	0.3044975521
895	0.3044654489
896	0.3043725559
897	0.3042324548
898	0.3041336011
899	0.3040239737
900	0.303986302
901	0.3039802306
902	0.3039450534
903	0.3038933704
904	0.3038597538
905	0.3037889493
906	0.3035870845
907	0.3034667379
908	0.3034245643
909	0.303252921
910	0.3032050154
911	0.3031857657
912	0.3030449993
913	0.3029751685
914	0.3029067787
915	0.3028655748
916	0.3028229189
917	0.3027967563
918	0.3027136976
919	0.3026957968
920	0.3025863623
921	0.3023769179
922	0.3023250787
923	0.302293265
924	0.3022372528
925	0.3020831156
926	0.3018869477
927	0.3018478108
928	0.3018248309
929	0.3017453562
930	0.3016677917
931	0.3016285735
932	0.3014866593
933	0.3014464027
934	0.301420673
935	0.3013256647
936	0.3012547811
937	0.3011302236
938	0.3010572361
939	0.3008707867
940	0.3007781051
941	0.3007310168
942	0.3006282518
943	0.3005700457
944	0.3005220223
945	0.3004543091
946	0.3002106309
947	0.3001499461
948	0.30010414
949	0.3000503498
950	0.2999430985
951	0.299787144
952	0.2997600927
953	0.2997042688
954	0.299667111
955	0.2996583345
956	0.2994570083
957	0.2993780188
958	0.2993189771
959	0.299258634
960	0.2991263698
961	0.299069125
962	0.2990574084
963	0.2988507143
964	0.2987934391
965	0.298788792
966	0.298623399
967	0.2985616902
968	0.2984182881
969	0.2983141453
970	0.2981601596
971	0.2981254211
972	0.2981054475
973	0.2980175541
974	0.2979518397
975	0.2978864122
976	0.2978229412
977	0.2978092003
978	0.2977503171
979	0.2977000125
980	0.297575794
981	0.2974000501
982	0.2973252427
983	0.2972756175
984	0.2972388066
985	0.2971997914
986	0.2970584053
987	0.2969966974
988	0.2968804994
989	0.2968283948
990	0.2966296496
991	0.2965892834
992	0.2965597564
993	0.2965522252
994	0.296509879
995	0.2964612991
996	0.2964186426
997	0.2963148909
998	0.2961584407
999	0.296091182
