iter	Passed	Remaining
156	1216	6534
157	1222	6512
158	1229	6503
159	1235	6486
160	1242	6474
161	1249	6465
162	1256	6450
163	1260	6424
164	1265	6402
165	1270	6382
166	1275	6364
167	1282	6351
168	1287	6331
169	1293	6312
170	1299	6302
171	1305	6286
172	1312	6273
173	1321	6271
174	1326	6255
175	1332	6239
176	1340	6231
177	1345	6213
178	1352	6202
179	1359	6191
180	1365	6177
181	1372	6168
182	1378	6152
183	1383	6136
184	1391	6130
185	1399	6122
186	1407	6121
187	1414	6108
188	1422	6104
189	1430	6097
190	1436	6082
191	1442	6071
192	1448	6058
193	1456	6050
194	1461	6035
195	1468	6021
196	1475	6013
197	1481	6001
198	1488	5992
199	1495	5983
200	1502	5973
201	1507	5956
202	1513	5940
203	1518	5923
204	1523	5908
205	1528	5893
206	1534	5878
207	1541	5870
208	1549	5862
209	1553	5845
210	1559	5830
211	1564	5817
212	1570	5804
213	1577	5792
214	1583	5782
215	1590	5774
216	1598	5766
217	1605	5760
218	1612	5749
219	1618	5738
220	1625	5728
221	1630	5715
222	1638	5707
223	1641	5685
224	1646	5672
225	1655	5668
226	1660	5654
227	1666	5643
228	1671	5628
229	1677	5614
230	1683	5603
231	1688	5590
232	1696	5584
233	1700	5566
234	1705	5552
235	1712	5542
236	1720	5539
237	1727	5529
238	1733	5518
239	1741	5513
240	1748	5507
241	1754	5494
242	1761	5486
243	1768	5479
244	1774	5468
245	1783	5465
246	1789	5454
247	1797	5449
248	1803	5440
249	1810	5432
250	1817	5423
251	1825	5419
252	1833	5412
253	1840	5404
254	1847	5396
255	1853	5386
256	1861	5382
257	1867	5372
258	1873	5361
259	1878	5347
260	1885	5338
261	1891	5328
262	1897	5317
263	1904	5309
264	1910	5300
265	1918	5292
266	1925	5285
267	1933	5280
268	1940	5273
269	1948	5267
270	1954	5258
271	1962	5251
272	1968	5242
273	1976	5237
274	1982	5227
275	1990	5220
276	1996	5212
277	2003	5203
278	2009	5192
279	2015	5183
280	2022	5175
281	2029	5166
282	2036	5159
283	2045	5156
284	2051	5146
285	2059	5142
286	2065	5131
287	2074	5129
288	2083	5126
289	2091	5120
290	2099	5114
291	2107	5108
292	2115	5104
293	2122	5095
294	2129	5088
295	2134	5077
296	2140	5066
297	2148	5061
298	2155	5052
299	2165	5053
300	2174	5048
301	2186	5053
302	2199	5059
303	2206	5051
304	2214	5046
305	2229	5056
306	2249	5078
307	2256	5070
308	2267	5071
309	2276	5067
310	2285	5064
311	2296	5063
312	2305	5059
313	2311	5050
314	2318	5041
315	2325	5032
316	2334	5029
317	2344	5028
318	2356	5029
319	2363	5023
320	2375	5025
321	2383	5018
322	2396	5022
323	2403	5015
324	2411	5007
325	2418	5001
326	2429	5000
327	2439	4997
328	2447	4991
329	2460	4994
330	2467	4987
331	2474	4978
332	2482	4972
333	2489	4964
334	2497	4958
335	2507	4954
336	2518	4955
337	2526	4948
338	2535	4944
339	2542	4936
340	2550	4928
341	2558	4923
342	2569	4921
343	2576	4912
344	2587	4912
345	2602	4919
346	2610	4911
347	2618	4906
348	2625	4897
349	2632	4889
350	2641	4883
351	2647	4874
352	2656	4869
353	2664	4862
354	2671	4853
355	2680	4848
356	2689	4843
357	2696	4836
358	2705	4830
359	2715	4827
360	2724	4823
361	2733	4816
362	2742	4812
363	2749	4804
364	2762	4805
365	2770	4798
366	2777	4790
367	2784	4782
368	2794	4778
369	2800	4769
370	2808	4761
371	2816	4754
372	2823	4746
373	2829	4736
374	2838	4730
375	2846	4723
376	2856	4720
377	2864	4713
378	2872	4706
379	2879	4698
380	2887	4691
381	2896	4686
382	2905	4681
383	2913	4673
384	2920	4665
385	2928	4658
386	2937	4653
387	2944	4644
388	2956	4644
389	2966	4640
390	2975	4634
391	2982	4626
392	2989	4617
393	3002	4617
394	3012	4614
395	3021	4608
396	3029	4601
397	3036	4592
398	3045	4587
399	3054	4581
400	3061	4573
401	3068	4565
402	3076	4558
403	3084	4550
404	3092	4543
405	3099	4535
406	3107	4527
407	3114	4519
408	3122	4511
409	3130	4505
410	3139	4499
411	3147	4491
412	3156	4486
413	3163	4478
414	3173	4473
415	3180	4465
416	3187	4456
417	3194	4447
418	3201	4439
419	3208	4430
420	3215	4422
421	3222	4413
422	3230	4406
423	3237	4398
424	3244	4389
425	3251	4380
426	3258	4372
427	3266	4365
428	3273	4356
429	3279	4347
430	3286	4339
431	3293	4330
432	3303	4326
433	3310	4317
434	3316	4307
435	3322	4298
436	3331	4291
437	3336	4281
438	3344	4273
439	3349	4263
440	3357	4255
441	3364	4246
442	3373	4241
443	3380	4233
444	3389	4227
445	3396	4219
446	3405	4212
447	3411	4203
448	3418	4195
449	3425	4187
450	3436	4182
451	3443	4174
452	3450	4166
453	3457	4158
454	3464	4149
455	3470	4140
456	3476	4130
457	3482	4121
458	3489	4112
459	3496	4104
460	3503	4096
461	3511	4089
462	3518	4080
463	3525	4072
464	3535	4067
465	3542	4058
466	3549	4050
467	3557	4044
468	3565	4036
469	3572	4028
470	3579	4020
471	3587	4012
472	3595	4005
473	3600	3995
474	3606	3986
475	3614	3978
476	3624	3973
477	3630	3965
478	3637	3956
479	3644	3948
480	3652	3941
481	3659	3932
482	3666	3924
483	3673	3916
484	3681	3909
485	3689	3901
486	3697	3895
487	3705	3887
488	3715	3882
489	3722	3874
490	3729	3866
491	3737	3858
492	3744	3850
493	3751	3842
494	3757	3833
495	3764	3824
496	3770	3815
497	3776	3806
498	3784	3799
499	3791	3791
500	3796	3781
501	3804	3774
502	3811	3766
503	3818	3757
504	3824	3748
505	3829	3738
506	3836	3730
507	3842	3721
508	3849	3713
509	3855	3703
510	3863	3697
511	3871	3689
512	3878	3681
513	3885	3673
514	3891	3664
515	3897	3655
516	3905	3648
517	3912	3640
518	3919	3632
519	3927	3625
520	3935	3618
521	3941	3609
522	3949	3601
523	3958	3595
524	3964	3587
525	3971	3578
526	3976	3569
527	3988	3565
528	3995	3557
529	4001	3548
530	4008	3540
531	4017	3534
532	4027	3528
533	4034	3520
534	4040	3512
535	4047	3504
536	4054	3496
537	4061	3488
538	4068	3479
539	4075	3472
540	4083	3464
541	4090	3456
542	4096	3447
543	4101	3437
544	4108	3429
545	4115	3421
546	4121	3413
547	4126	3403
548	4135	3396
549	4142	3389
550	4150	3382
551	4157	3374
552	4165	3366
553	4171	3358
554	4179	3350
555	4185	3342
556	4192	3334
557	4201	3328
558	4210	3321
559	4216	3312
560	4223	3304
561	4230	3297
562	4237	3288
563	4244	3281
564	4250	3272
565	4255	3263
566	4261	3254
567	4269	3247
568	4275	3238
569	4281	3230
570	4286	3220
571	4293	3212
572	4301	3205
573	4307	3196
574	4314	3188
575	4320	3180
576	4327	3172
577	4334	3164
578	4338	3154
579	4344	3146
580	4351	3138
581	4358	3130
582	4366	3122
583	4372	3114
584	4379	3106
585	4385	3098
586	4392	3090
587	4399	3082
588	4406	3075
589	4413	3067
590	4421	3059
591	4428	3052
592	4436	3045
593	4442	3036
594	4450	3029
595	4457	3021
596	4464	3013
597	4472	3006
598	4480	2999
599	4486	2991
600	4493	2983
601	4500	2975
602	4507	2967
603	4513	2958
604	4519	2950
605	4525	2942
606	4532	2934
607	4539	2926
608	4547	2919
609	4553	2911
610	4560	2903
611	4566	2894
612	4572	2886
613	4578	2878
614	4584	2869
615	4590	2861
616	4597	2853
617	4602	2845
618	4611	2838
619	4618	2830
620	4624	2822
621	4631	2814
622	4639	2807
623	4646	2799
624	4652	2791
625	4658	2783
626	4665	2775
627	4672	2767
628	4678	2759
629	4686	2752
630	4692	2744
631	4698	2735
632	4706	2728
633	4713	2721
634	4719	2712
635	4727	2705
636	4735	2698
637	4743	2691
638	4751	2684
639	4758	2676
640	4765	2669
641	4772	2661
642	4777	2652
643	4785	2645
644	4793	2638
645	4800	2630
646	4807	2622
647	4815	2615
648	4823	2608
649	4829	2600
650	4835	2592
651	4843	2585
652	4850	2577
653	4857	2570
654	4864	2562
655	4871	2554
656	4878	2547
657	4884	2538
658	4893	2532
659	4900	2524
660	4907	2517
661	4914	2509
662	4921	2501
663	4929	2494
664	4937	2487
665	4944	2479
666	4951	2471
667	4959	2464
668	4966	2457
669	4974	2449
670	4981	2442
671	4988	2434
672	4996	2427
673	5003	2419
674	5010	2412
675	5017	2404
676	5024	2397
677	5030	2388
678	5037	2381
679	5043	2373
680	5050	2365
681	5056	2357
682	5064	2350
683	5072	2343
684	5079	2335
685	5085	2327
686	5096	2321
687	5103	2314
688	5110	2306
689	5119	2299
690	5126	2292
691	5133	2285
692	5139	2276
693	5148	2269
694	5157	2263
695	5164	2255
696	5171	2248
697	5177	2240
698	5185	2232
699	5192	2225
700	5199	2217
701	5205	2209
702	5212	2202
703	5220	2195
704	5229	2188
705	5234	2179
706	5242	2172
707	5249	2164
708	5256	2157
709	5262	2149
710	5270	2142
711	5276	2134
712	5283	2126
713	5290	2119
714	5298	2112
715	5306	2104
716	5313	2097
717	5319	2089
718	5326	2081
719	5335	2075
720	5342	2067
721	5347	2059
722	5354	2051
723	5361	2043
724	5368	2036
725	5375	2028
726	5383	2021
727	5390	2014
728	5397	2006
729	5405	1999
730	5412	1991
731	5418	1983
732	5427	1976
733	5433	1969
734	5439	1961
735	5446	1953
736	5455	1946
737	5461	1938
738	5468	1931
739	5476	1924
740	5485	1917
741	5492	1909
742	5499	1902
743	5504	1894
744	5511	1886
745	5517	1878
746	5523	1870
747	5529	1862
748	5535	1855
749	5542	1847
750	5549	1839
751	5555	1832
752	5562	1824
753	5569	1817
754	5575	1809
755	5582	1801
756	5589	1794
757	5596	1786
758	5603	1779
759	5610	1771
760	5615	1763
761	5624	1756
762	5632	1749
763	5651	1745
764	5658	1738
765	5665	1730
766	5672	1723
767	5678	1715
768	5685	1707
769	5693	1700
770	5699	1692
771	5707	1685
772	5715	1678
773	5721	1670
774	5728	1663
775	5735	1655
776	5741	1647
777	5748	1640
778	5753	1632
779	5760	1624
780	5767	1617
781	5774	1609
782	5782	1602
783	5790	1595
784	5796	1587
785	5804	1580
786	5810	1572
787	5818	1565
788	5826	1558
789	5833	1550
790	5841	1543
791	5850	1536
792	5857	1529
793	5864	1521
794	5871	1514
795	5879	1506
796	5887	1499
797	5893	1491
798	5902	1484
799	5909	1477
800	5917	1470
801	5924	1462
802	5932	1455
803	5941	1448
804	5948	1440
805	5956	1433
806	5963	1426
807	5970	1418
808	5977	1411
809	5986	1404
810	5993	1396
811	6000	1389
812	6007	1381
813	6015	1374
814	6022	1367
815	6028	1359
816	6036	1352
817	6043	1344
818	6049	1336
819	6057	1329
820	6064	1322
821	6072	1314
822	6080	1307
823	6086	1300
824	6093	1292
825	6100	1285
826	6107	1277
827	6114	1270
828	6119	1262
829	6126	1254
830	6132	1247
831	6138	1239
832	6143	1231
833	6150	1224
834	6158	1216
835	6165	1209
836	6172	1202
837	6180	1194
838	6186	1187
839	6193	1179
840	6200	1172
841	6208	1164
842	6216	1157
843	6222	1150
844	6228	1142
845	6236	1135
846	6242	1127
847	6250	1120
848	6257	1112
849	6263	1105
850	6272	1098
851	6279	1090
852	6285	1083
853	6293	1075
854	6301	1068
855	6307	1061
856	6315	1053
857	6321	1046
858	6328	1038
859	6334	1031
860	6340	1023
861	6347	1016
862	6355	1008
863	6362	1001
864	6369	994
865	6378	986
866	6384	979
867	6391	971
868	6398	964
869	6408	957
870	6416	950
871	6424	943
872	6431	935
873	6438	928
874	6444	920
875	6450	913
876	6458	905
877	6467	898
878	6474	891
879	6482	884
880	6489	876
881	6497	869
882	6504	861
883	6511	854
884	6518	847
885	6525	839
886	6534	832
887	6542	825
888	6548	817
889	6556	810
890	6563	802
891	6570	795
892	6577	788
893	6585	780
894	6593	773
895	6601	766
896	6608	758
897	6616	751
898	6622	744
899	6629	736
900	6637	729
901	6643	721
902	6651	714
903	6661	707
904	6668	700
905	6675	692
906	6681	685
907	6689	677
908	6695	670
909	6702	662
910	6709	655
911	6718	648
912	6725	640
913	6732	633
914	6739	626
915	6748	618
916	6755	611
917	6762	604
918	6768	596
919	6776	589
920	6783	581
921	6792	574
922	6798	567
923	6805	559
924	6813	552
925	6821	545
926	6827	537
927	6833	530
928	6838	522
929	6844	515
930	6850	507
931	6857	500
932	6863	492
933	6871	485
934	6878	478
935	6886	470
936	6893	463
937	6898	455
938	6904	448
939	6910	441
940	6917	433
941	6925	426
942	6932	419
943	6940	411
944	6947	404
945	6955	397
946	6961	389
947	6969	382
948	6976	374
949	6984	367
950	6991	360
951	6999	352
952	7004	345
953	7009	337
954	7016	330
955	7023	323
956	7030	315
957	7037	308
958	7044	301
959	7050	293
960	7058	286
961	7065	279
962	7071	271
963	7078	264
964	7085	256
965	7090	249
966	7097	242
967	7104	234
968	7112	227
969	7119	220
970	7125	212
971	7132	205
972	7138	198
973	7146	190
974	7153	183
975	7159	176
976	7166	168
977	7173	161
978	7180	154
979	7185	146
980	7193	139
981	7201	132
982	7209	124
983	7215	117
984	7223	110
985	7230	102
986	7236	95
987	7245	87
988	7251	80
989	7257	73
990	7265	65
991	7273	58
992	7281	51
993	7290	44
994	7296	36
995	7305	29
996	7312	22
997	7320	14
998	7328	7
999	7335	0
